Title,Sub-category,Category,Author,Seller Name,Current Price,Origin Price,Review Rating,Sales,Publisher,Paper Size,Cover Type,Num Pages
Quản Lý Thời Gian Thông Minh Của Người Thành Đạt: Bí Quyết Thành Công Của Triệu Phú Anh,Sách kỹ năng làm việc,Sách kinh tế,Ducan Banatyne,Nhà sách Fahasa,90.900 ₫,162.000 ₫,4.9,150, Nhà Xuất Bản Hồng Đức, 13 x 20.5 cm, Bìa mềm,392
Fỉnh Fờ Lũ Ngốc – Kinh Tế Học Thao Túng Và Bịp Bợm - Phishing For Phools,Sách kinh tế học,Sách kinh tế,"George A. Akerlof, Robert J. Shiller",Tiki Trading,104.000 ₫,160.000 ₫,4.7,1000+, Nhà Xuất Bản Dân Trí, 14 x 20.5 cm, Bìa mềm,428
Trí Tuệ Đầu Tư Của Warren Buffett - 350 Lời Khuyên Đắt Giá,Bài học kinh doanh,Sách kinh tế,Robert L.Bloch,Tiki Trading,75.500 ₫,95.000 ₫,4.8,68, NXB Trẻ, 13 x 20.5 cm, Bìa mềm,196
Phát minh & Khám phá - Những bài viết xuất sắc nhất về kinh doanh và cuộc sống của tỉ phú sáng lập - Jeff Bezos,Sách doanh nhân,Sách kinh tế,Jeff Bezos,Tiki Trading,129.600 ₫,180.000 ₫,4.5,53, Nhà Xuất Bản Kinh Tế TPHCM,24 x 16 cm, Bìa mềm,252
Digital Marketing: Thế Giới Ảo Tạo Dòng Tiền Thật (Sức Mạnh Của Việc Xây Dựng Tương Tác Trên Các Nền Tảng Số),Sách Marketing - Bán hàng,Sách kinh tế,"Philip Kotler, Svend Hollensen, Marc Opresnik",Tiki Trading,79.500 ₫,159.000 ₫,4.8,212, Nhà Xuất Bản Lao Động, 13 x 20.5 cm, Bìa mềm,340
Trở Thành Chuyên Gia Thị Trường Chứng Khoán,Bài học kinh doanh,Sách kinh tế,Michel Becket,Nhà sách Fahasa,61.500 ₫,95.000 ₫,5,7, Nhà Xuất Bản Hồng Đức, 13.5 x 21 cm, Bìa mềm,256
Incoterms 2020 - giải thích và hướng dẫn sử dụng (Thực tiễn và Lưu ý khi sử dụng thông qua các tranh chấp phổ biến),Bài học kinh doanh,Sách kinh tế,Nhiều Tác Giả,Nhà Sách Minh Đức,225.000 ₫,250.000 ₫,4.7,286, Nhà Xuất Bản Tài Chính, 13.5 x 21 cm, Bìa mềm,382
"Tái tạo tổ chức: Phá vỡ rào cản, thổi bùng sinh khí (Reinventing Organizations) - Tác giả: Frederic Laloux","Sách quản trị, lãnh đạo",Sách kinh tế,Frederic Laloux,Saigon Books Official,123.500 ₫,190.000 ₫,4.9,47, Nhà Xuất Bản Thế Giới, 13.5 x 21 cm, Bìa mềm,208
Kiệt Quệ Tài Chính Thế Hệ Y - Tiến Hành Đầu Tư (Cuốn Sách Hướng Dẫn Dành Cho Người Mới Bắt Đầu Để Nâng Cấp Số Tiền Của Bạn),"Sách tài chính, tiền tệ",Sách kinh tế,Erin Lowry,Rbooks Corp,91.000 ₫,159.000 ₫,4.8,119, Nhà Xuất Bản Lao Động, 13.5 x 21 cm, Bìa mềm,320
Làm Giàu Qua Chứng Khoán ( Tái Bản ),Sách kỹ năng làm việc,Sách kinh tế,William J.O'neil,Tiki Trading,115.000 ₫,165.000 ₫,3.8,28,Công ty phát hành VanLangBooks, 14.5 x 20.5 cm, Bìa mềm,472
Khởi Nghiệp Thông Minh (Tái Bản 2019),Sách khởi nghiệp,Sách kinh tế,Ngô Công Trường,,79.730 ₫,119.000 ₫,4.9,41, Nhà Xuất Bản Công Thương, 13 x 20.5 cm, Bìa mềm,220
Kinh Nghiệm Thành Công Của Ông Chủ Nhỏ,Bài học kinh doanh,Sách kinh tế,Lão Mạc,Minh Long Book,46.000 ₫,78.000 ₫,4.8,102,Công ty phát hành Minh Long, 16 x 23 cm, Bìa mềm,254
Nhảy Lên Đường Cong Chữ S,Sách kinh tế học,Sách kinh tế,Paul Nunes - Tim Breene,Balanced Scorecard Vietnam,24.000 ₫,100.000 ₫,5,69,Công ty phát hành Dtbooks, 16 x 23 cm, Bìa mềm,258
Yêu Tiền Tiền Yêu - Kỹ Năng Quản Lý Tài Chính Cá Nhân Cho Người Trẻ,"Sách tài chính, kế toán",Sách kinh tế,Suze Orman,Rbooks Corp,246.000 ₫,349.000 ₫,4.5,59, Nhà Xuất Bản Lao Động,24 x 16 cm, Bìa mềm,988
Tâm Thức Lãnh Đạo (The Mind Of The Leader),Sách quản trị nhân lực,Sách kinh tế,"Rasmus Hougaard, Jacqueline Carter",Tiki Trading,133.200 ₫,185.000 ₫,4.9,387, Nhà Xuất Bản Tổng hợp TP.HCM, 15 x 23 cm, Bìa cứng,316
Lãnh Đạo Giỏi Hỏi Câu Hỏi Hay,"Sách quản trị, lãnh đạo",Sách kinh tế,John C. Maxwell,Omega Plus Books,131.800 ₫,189.000 ₫,4.9,136, Nhà Xuất Bản Lao Động Xã Hội, 13 x 20.5 cm, Bìa mềm,444
Cẩm Nang Kinh Tế Học (Tái Bản),Sách kỹ năng làm việc,Sách kinh tế,Ha-Joon Chang,,129.350 ₫,199.000 ₫,5,18, Nhà Xuất Bản Đại Học Kinh Tế Quốc Dân, 16 x 24 cm, Bìa mềm,456
Ghế nóng - Cẩm nang toàn diện cho CEO khởi nghiệp (Hot Seat: The Startup CEO Guidebook) - Tác giả: Dan Shapiro,Sách khởi nghiệp,Sách kinh tế,Dan Shapiro,,50.000 ₫,160.000 ₫,5,66, Nhà Xuất Bản Thế Giới, 16 x 24 cm, Bìa mềm,348
Nhập Môn Kinh Tế Lượng Cách Tiếp Cận Hiện Đại - Introductory Econometrics A Modern Appoach,Sách kinh tế học,Sách kinh tế,Jeffrey M. Wooldridge,SG Trading,335.000 ₫,355.000 ₫,4.9,425,Công ty phát hành -, 16 x 24 cm, Bìa mềm,544
Kinh Doanh Từ A Đến Z,Bài học kinh doanh,Sách kinh tế,Alan C. Fox,,56.000 ₫,139.000 ₫,4,1, Nhà Xuất Bản Lao Động, 13 x 20, Bìa mềm,420
Chiến Lược Giao Dịch Của Jesse Livermore,Bài học kinh doanh,Sách kinh tế,"Jesse Livermore, Richard D.Wyckoff",Tiki Trading,103.350 ₫,159.000 ₫,3.7,24, Nhà Xuất Bản Thanh Niên, 13x19cm, Bìa mềm,304
Quảng Cáo Sáng Tạo,Sách kỹ năng làm việc,Sách kinh tế,Mario Pricken,Tiki Trading,206.000 ₫,299.000 ₫,4.8,657,Công ty phát hành Alphabooks," 24 x 27,5 cm", Bìa mềm,252
Bản Đồ Tư Duy Dành Cho Sinh Viên Y Khoa,Bài học kinh doanh,Sách kinh tế,Olivia Smith,Tiki Trading,106.200 ₫,149.000 ₫,4.8,534, Nhà Xuất Bản Lao Động Xã Hội," 14 x 20,5 cm", Bìa mềm,234
Nghĩ giàu làm giàu 365 ngày,Sách kỹ năng làm việc,Sách kinh tế,Napoleon Hill,Nhà sách Fahasa,56.100 ₫,89.000 ₫,1,49,Công ty phát hành Thái Hà, 15.5 x 24 cm, Bìa mềm,239
Đọc Vị Bất Kỳ Ai - Áp Dụng Trong Doanh Nghiệp,Sách kỹ năng làm việc,Sách kinh tế,TS. David J. Lieberman,THAIHABOOKS,64.080 ₫,89.000 ₫,4.8,47, Nhà Xuất Bản Công Thương,19 x 13 cm, Bìa mềm,312
Marketing B2B Sáng Tạo,Sách Marketing - Bán hàng,Sách kinh tế,Simon Hall,Tiki Trading,135.000 ₫,165.000 ₫,4.5,109, Nhà Xuất Bản Hồng Đức, 13.5 x 21 cm, Bìa gập,448
Xiaomi - Hành Trình Một Công Ty Khởi Nghiệp Trở Thành Thương Hiệu Toàn Cầu,Bài học kinh doanh,Sách kinh tế,Jayadevan P.K.,Tiki Trading,80.500 ₫,115.000 ₫,5,41, Nhà Xuất Bản Dân Trí," 14,5 x 20,5 cm", Bìa mềm,247
"Ơn Giời, Keynes Trả Lời",Sách kinh tế học,Sách kinh tế,Tejvan Pettinger,Tiki Trading,100.699 ₫,149.000 ₫,4.6,498, Nhà Xuất Bản Thế Giới, 14 x 20.5 cm, Bìa gập,295
Thuật Lãnh Đạo (Tái Bản 2018),"Sách quản trị, lãnh đạo",Sách kinh tế,Brian Tracy,,52.930 ₫,79.000 ₫,5,7, Nhà Xuất Bản Thế Giới, 12 x 18 cm, Bìa mềm,192
Tốt Như Vàng,Sách kỹ năng làm việc,Sách kinh tế,"Napoleon Hill, Judith Williamson",,30.000 ₫,72.000 ₫,4.2,23, Nhà Xuất Bản Thế Giới, 14 x 20.5 cm, Bìa mềm,224
"Nghiến Răng Nỗ Lực, Vươn Lên Dẫn Đầu",Bài học kinh doanh,Sách kinh tế,"Daniel Paisner, Daymond John",,50.000 ₫,170.000 ₫,5,35, Nhà Xuất Bản Thế Giới, 14 x 20.5 cm, Bìa mềm,373
Quản Lý Chuyên Nghiệp,Sách kỹ năng làm việc,Sách kinh tế,"Dottie Schindlinger, Brian Stafford",,71.000 ₫,119.000 ₫,5,40, Nhà Xuất Bản Lao Động, 13 x 20 cm, Bìa mềm,276
Lý Thuyết Dow - Khoa Học Đầu Cơ Chứng Khoán: Bí Quyết Phân Tích Hành Vi Thị Trường Của Cha Đẻ Chỉ Số Dow Jones - Tác Phẩm Nền Tảng Của Phân Tích Kĩ Thuật Hiện Đại,Bài học kinh doanh,Sách kinh tế,Charles Dow,Tiki Trading,39.600 ₫,55.000 ₫,4.8,51, Nhà Xuất Bản Kinh Tế TPHCM, 18 x 11 cm, Bìa mềm,112
"Bank 4.0 - Ngân Hàng Số : Giao Dịch Mọi Nơi, Không Chỉ Ở Ngân Hàng",Bài học kinh doanh,Sách kinh tế,Brett King,Tiki Trading,137.000 ₫,199.000 ₫,4.7,1000+, Nhà Xuất Bản Thông Tin Và Truyền Thông, 16 x 24 cm, Bìa mềm,448
Những Mô Hình COACH Thành Công Nhất Hiện Nay,Bài học kinh doanh,Sách kinh tế,Jonathan Passmore,Tiki Trading,114.000 ₫,200.000 ₫,4.8,929, Nhà Xuất Bản Thế Giới, 14 x 20.5 cm, Bìa mềm,360
21 Thủ Thuật Chinh Phục Khách Hàng,Sách Marketing - Bán hàng,Sách kinh tế,Stephen J. Harvill,Tiki Trading,59.500 ₫,119.000 ₫,4,233,Công ty phát hành 1980 Books,13 x 20.5cm, Bìa mềm,394
12 Quy Tắc Lãnh Đạo Từ Seal (Trách Nhiệm Tối Thượng - Thành Công Tối Đa),"Sách quản trị, lãnh đạo",Sách kinh tế,"Jocko Willink, Leif Babin",Tiki Trading,120.900 ₫,186.000 ₫,4.9,190, Nhà Xuất Bản Thế Giới, 14 x 20.5 cm, Bìa mềm,452
Thuật Hùng Biện (Tái Bản 2019),Sách kỹ năng làm việc,Sách kinh tế,Brian Tracy,Tiki Trading,75.300 ₫,109.000 ₫,4.6,481,Công ty phát hành Alphabooks, 13 x 20.5 cm, Bìa mềm,280
"Trải Nghiệm Khách Hàng - Tiên Phong Công Nghệ, Trải Nghiệm Dịch Vụ",Sách Marketing - Bán hàng,Sách kinh tế,Blake Morgan,Tiki Trading,69.500 ₫,139.000 ₫,4.7,461, Nhà Xuất Bản Công Thương, 13.5 x 20.5 cm, Bìa mềm,334
Thuật Đọc Tâm Lý Khách Hàng,Sách kỹ năng làm việc,Sách kinh tế,Oren Klaff,Tiki Trading,83.000 ₫,139.000 ₫,5,3, Nhà Xuất Bản Công Thương, 13 x 20 cm, Bìa mềm,320
Nguyên Lý Marketing ( Tặng Kèm Sổ Tay),Sách Marketing - Bán hàng,Sách kinh tế,Philip Kolter,NHBook,799.200 ₫,999.000 ₫,5,15, Nhà Xuất Bản Đại Học Kinh Tế Quốc Dân, 13 x 20 cm, Bìa cứng,1082
Bí Mật Phía Sau Đế Chế Marvel Studios (Tặng Kèm Bookmark),Bài học kinh doanh,Sách kinh tế,"Charlie Wetzel, Staphanie Wetzel",Tiki Trading,63.360 ₫,88.000 ₫,4.9,547, Nhà Xuất Bản Văn Học, 14.5 x 20.5 cm, Bìa mềm,220
Thương Hiệu - Thanh Danh - Tên Tuổi,Sách Marketing - Bán hàng,Sách kinh tế,Tôn Thất Nguyễn Thiêm,Tiki Trading,68.100 ₫,75.000 ₫,4.8,605,Công ty phát hành NXB Trẻ, 13 x 20.5 cm, Bìa mềm,242
Thái Độ 101 – Những Điều Nhà Lãnh Đạo Cần Biết,Sách kỹ năng làm việc,Sách kinh tế,John C. Maxwell,Nhà sách Fahasa,31.100 ₫,59.000 ₫,5,203,Công ty phát hành KNBooks, 13 x 20 cm, Bìa mềm,136
Phân tích khách hàng for dummies,Bài học kinh doanh,Sách kinh tế,Jeff Sauro,Tiki Trading,158.000 ₫,229.000 ₫,4.3,16, Nhà Xuất Bản Công Thương,23.5 x 18.7 cm, Bìa mềm,492
"Tiền Đấu Với Vàng (Tái Bản): Đồng Đô-La, Tiêu Chuẩn Vàng, Chứng Khoán Hóa Và Câu Chuyện Kì Lạ Về Hệ Thống Tài Chính Thế Giới (Tái Bản Đổi Tên Và Hiệu Đính Sự Lụi Tàn Của Đồng Tiền)","Sách tài chính, tiền tệ",Sách kinh tế,James Rickards,Tiki Trading,103.000 ₫,159.000 ₫,5,53, Nhà Xuất Bản Tài Chính, 14.5x20.5 cm, Bìa mềm,576
Tài Chính Quốc Tế (International Corporatr Finance 10th Edition),"Sách tài chính, tiền tệ",Sách kinh tế,Thomson Learning,Nhà sách Fahasa,450.700 ₫,460.000 ₫,4.9,220,Công ty phát hành Cengage Learning,15.5 x 23.5 cm, Bìa mềm,899
The Customer Rules - 39 Nguyên Tắc Cốt Lõi Để Mang Tới Dịch Vụ Đỉnh Cao,Sách Marketing - Bán hàng,Sách kinh tế,Lee Cockerell,Nhà sách Fahasa,150.100 ₫,220.000 ₫,3,13, Nhà Xuất Bản Dân Trí, 21.3 x 15.2 cm, Bìa cứng,276
21 Nguyên Tắc Vàng Của Nghệ Thuật Lãnh Đạo (Tái Bản),"Sách quản trị, lãnh đạo",Sách kinh tế,John C.Maxwell,Tiki Trading,103.000 ₫,149.000 ₫,4.9,170, Nhà Xuất Bản Lao Động, 13 x 20.5 cm, Bìa mềm,352
Kế Hoạch Kinh Doanh For Dummies,Sách khởi nghiệp,Sách kinh tế,"Paul Tiffany, Steven D.Peterson, Colin Barrow",Tiki Trading,193.630 ₫,289.000 ₫,4.8,148, Nhà Xuất Bản Công Thương, 18.7 x 23.5 cm, Bìa mềm,616
"Sự thật về chiến lược cạnh tranh - Những điểm quan trọng phải biết về lợi thế cạnh tranh, chuỗi giá trị, và mô hình 5 lực lượng của Michael Porter - Sách được đích thân Michael Porter thẩm duyệt","Sách quản trị, lãnh đạo",Sách kinh tế,Joan Magretta,Eco Trading,96.000 ₫,150.000 ₫,4.8,409, Nhà Xuất Bản Kinh Tế TPHCM, 14 x 20.5 cm, Bìa mềm,240
UX Writing - Quyền Năng Tối Thượng Của Nội Dung Tương Tác,Sách Marketing - Bán hàng,Sách kinh tế,Khúc Cẩm Huyên,Tiki Trading,72.600 ₫,99.000 ₫,5,35, Nhà Xuất Bản Thanh Niên," 13,5x20 cm", Bìa mềm,228
"Để Tự Do Tài Chính Từ Con Đường Kinh Doanh - Khởi Tạo, Đầu Tư, Dự Trữ Và Tự Do",Sách Marketing - Bán hàng,Sách kinh tế,"Mark Kohler, Randall Luebke",Tiki Trading,178.500 ₫,255.000 ₫,4.8,124, Nhà Xuất Bản Dân Trí, 21.5 x 16.5 cm, Bìa mềm,329
Sự lây lan kỳ lạ,Bài học kinh doanh,Sách kinh tế,Lee Daniel Kravetz,Tiki Trading,95.900 ₫,120.000 ₫,4.9,195,Công ty phát hành Ecoblader, 14 x 20.5 cm, Bìa mềm,200
Luật Của Kẻ Thắng 31 Bài Học Để Thành Đạt,Bài học kinh doanh,Sách kinh tế,Bodo Schafer,Tiki Trading,76.700 ₫,118.000 ₫,4.6,92, Nhà Xuất Bản Dân Trí, 14 x 20.5 cm, Bìa mềm,280
Bán Quần Áo Là Phải Bán Như Thế Này Này! (Tái Bản),Sách Marketing - Bán hàng,Sách kinh tế,Alpha Books,Tiki Trading,63.900 ₫,99.000 ₫,4.5,506,Công ty phát hành Alphabooks, 13 x 20.5 cm, Bìa mềm,244
Bản Sắc - Nhu Cầu Phẩm Giá Và Chính Trị Phẫn Nộ,Sách kinh tế học,Sách kinh tế,Francis Fukuyama,Tiki Trading,87.750 ₫,135.000 ₫,5,15, Nhà Xuất Bản Đà Nẵng, 16 x 24 cm, Bìa mềm,256
Tư Duy Lãnh Đạo - Hành Động Lãnh Đạo,"Sách quản trị, lãnh đạo",Sách kinh tế,Herminia Ibarra,Tiki Trading,66.400 ₫,88.000 ₫,4.8,1000+,Công ty phát hành First News - Trí Việt, 14.5 x 20.5 cm, Bìa mềm,239
Marketing Du Kích Trên Internet - Cẩm Nang Tác Chiến Dành Riêng Cho Thị Trường Việt Nam,Sách Marketing - Bán hàng,Sách kinh tế,"Jay Levinson, Mitch Meyerson",Tiki Trading,97.199 ₫,135.000 ₫,4.7,360, Nhà Xuất Bản Hồng Đức, 13 x 20.5 cm, Bìa mềm,324
Tái Tạo Tổ Chức,Sách kỹ năng làm việc,Sách kinh tế,Dave Ulrich,Tiki Trading,155.350 ₫,239.000 ₫,5,8, Nhà Xuất Bản Công Thương, 13 x 20.5 cm, Bìa cứng,332
Telesales – Bí Quyết Trở Thành Siêu Sao Bán Hàng Qua Điện Thoại,Sách kỹ năng làm việc,Sách kinh tế,Bùi Xuân Phong,Tiki Trading,65.660 ₫,98.000 ₫,4.8,1000+,Công ty phát hành Zenbooks, 13 x 20.5 cm, Bìa mềm,208
Khởi Nghiệp Công Nghệ - Máu Bẩn,Sách khởi nghiệp,Sách kinh tế,John Carreyrou,Tiki Trading,165.000 ₫,239.000 ₫,4.6,257, Nhà Xuất Bản Thế Giới, 16 x 24 cm, Bìa mềm,376
Biến Công Việc Thành Đam Mê,Sách kỹ năng làm việc,Sách kinh tế,Nguyễn Hoàng Linh,Tiki Trading,60.000 ₫,149.000 ₫,5,6, Nhà Xuất Bản Công Thương, 14 x 20 cm, Bìa mềm,440
The Conector Manager - Kỹ Năng Mềm Dành Cho Nhà Quản Lý,Sách kỹ năng làm việc,Sách kinh tế,"Jaime Roca, Sari Wilde",Tiki Trading,92.200 ₫,139.000 ₫,4.8,187,Công ty phát hành 1980 Books, 13 x 20 cm, Bìa mềm,344
Kỹ Năng Tổ Chức Cuộc Họp Hiệu Quả,Sách kỹ năng làm việc,Sách kinh tế,Masumi Tani,Tiki Trading,49.500 ₫,99.000 ₫,4.7,229, Nhà Xuất Bản Công Thương, 13 x 19 cm, Bìa mềm,184
Phân Tích Tài Chính Doanh Nghiệp,"Sách tài chính, tiền tệ",Sách kinh tế,"ThS GVC Ngô Kim Phượng,  TS Lê Hoàng Vinh",Nhà sách Fahasa,124.500 ₫,159.000 ₫,4.7,144, Nhà Xuất Bản Tài Chính, 16 x 24 cm, Bìa mềm,445
Digital Transformation - Chuyển Đổi Số,"Sách quản trị, lãnh đạo",Sách kinh tế,Lindsay Herbert,Tiki Trading,137.000 ₫,199.000 ₫,4.6,448, Nhà Xuất Bản Thông Tin Và Truyền Thông, 16 x 24 cm, Bìa mềm,360
Họ Đã Khởi Nghiệp Thế Nào? Câu Chuyện Khởi Nghiệp Của 30 Doanh Nghiệp Thành Công,Sách khởi nghiệp,Sách kinh tế,David Lester,Tiki Trading,70.500 ₫,150.000 ₫,4.6,353, Nhà Xuất Bản Thế Giới, 15.5 x 23.5 cm, Bìa mềm,324
Giao Tiếp Bất Bạo Động (Nonviolent Communication),Sách kỹ năng làm việc,Sách kinh tế,Marshall,Balanced Scorecard Vietnam,84.000 ₫,105.000 ₫,4.9,77, Nhà Xuất Bản Tổng hợp TP.HCM, 16 x 24 cm, Bìa mềm,268
100 Quy Luật Bất Biến Để Thành Công Trong Kinh Doanh (Tái Bản 2019),Sách kỹ năng làm việc,Sách kinh tế,Brian Tracy,Tiki Trading,70.080 ₫,96.000 ₫,4.8,585,Công ty phát hành First News - Trí Việt, 14.5 x 20.5 cm, Bìa mềm,288
Tâm Trong Kinh Doanh Tạo Thành Tựu Lớn,Bài học kinh doanh,Sách kinh tế,Inamori Kazuo,Tiki Trading,39.530 ₫,59.000 ₫,4.8,368, Nhà Xuất Bản Công Thương, 13 x 20.5 cm, Bìa mềm,159
43 Bí Mật Bán Hàng Online Tuyệt Đỉnh,Sách Marketing - Bán hàng,Sách kinh tế,MBA Phan Anh,Tiki Trading,119.600 ₫,184.000 ₫,5,17, Nhà Xuất Bản Hồng Đức, 18 x 24 cm, Bìa mềm,428
Công Thức Thành Công – Những Bí Quyết Thành Công Vượt Thời Gian Của Napoleon Hill,Bài học kinh doanh,Sách kinh tế,Don M. Green,Tiki Trading,30.000 ₫,90.000 ₫,5,11, Nhà Xuất Bản Thế Giới, 16 x 24 cm, Bìa mềm,219
Contact Marketing - Nghệ Thuật Chinh Phục Khách Hàng,Sách Marketing - Bán hàng,Sách kinh tế,Stu Heinecke,Tiki Trading,84.600 ₫,180.000 ₫,4.9,89, Nhà Xuất Bản Thế Giới, 14 x 20.5 cm, Bìa mềm,372
Ảo Tưởng Kiến Thức,Sách kỹ năng làm việc,Sách kinh tế,"Steven Sloman, Philip Fernbach",,52.000 ₫,129.000 ₫,5,18, Nhà Xuất Bản Lao Động, 16 x 24 cm, Bìa mềm,368
OKRS - Nguyên Lý Và Thực Tiễn,Sách kỹ năng làm việc,Sách kinh tế,"Paul R Niven, Ben Lamorte",Nhà sách Fahasa,93.800 ₫,149.000 ₫,4.7,51, Nhà Xuất Bản Công Thương, 16 x 24 cm, Bìa mềm,300
"Hoảng Loạn, Hỗn Loạn Và Cuồng Loạn - Gần 400 Năm Lịch Sử Các Cuộc Khủng Hoảng Tài Chính",Bài học kinh doanh,Sách kinh tế,"Charles P. Kindleberger, Robert Z. Aliber",Tiki Trading,124.000 ₫,179.000 ₫,4.5,811, Nhà Xuất Bản Công Thương, 16 x 24 cm, Bìa mềm,408
The Emyth - Để Trở Thành Nhà Quản Lý Hiệu Quả (Tái Bản),"Sách quản trị, lãnh đạo",Sách kinh tế,Michael E Gerber,Tiki Trading,84.300 ₫,109.000 ₫,5,18, Nhà Xuất Bản Khoa học & kỹ thuật, 13x20.5cm, Bìa mềm,248
Thiết Kế Giải Pháp Giá Trị,Bài học kinh doanh,Sách kinh tế,nhieu tac gia,Sống Official,194.350 ₫,299.000 ₫,5,113, Nhà Xuất Bản Thế Giới, 24 x 19 cm, Bìa mềm,310
Quyền Năng Làm Giàu,Bài học kinh doanh,Sách kinh tế,Napoleon Hill,Tiki Trading,68.800 ₫,99.000 ₫,4.6,581,Công ty phát hành Thái Hà, 15.5 x 24 cm, Bìa mềm,365
Sự Khác Biệt Giữa Người Giàu & Người Nghèo 2019,Sách khởi nghiệp,Sách kinh tế,Thái Phú Cường,Tiki Trading,63.900 ₫,80.000 ₫,4.8,298,Công ty phát hành VanLangBooks, 16 x 24 cm, Bìa mềm,200
Cuộc Cách Mạng Nền Tảng,Sách kinh tế học,Sách kinh tế,"Geoffrey G. Parker, Marshall W. Van Alstyne, Sangeet Paul Choudary",Tiki Trading,206.000 ₫,299.000 ₫,4.7,1000+,Công ty phát hành Alphabooks, 16 x 24 cm, Bìa mềm,418
Cách Người Nhật Xây Dựng Mối Quan Hệ,Sách kỹ năng làm việc,Sách kinh tế,Kawashita Kazuhiko,Tiki Trading,74.000 ₫,110.000 ₫,4.9,182, Nhà Xuất Bản Lao Động, 13 x 20 cm, Bìa mềm,192
Cẩm Nang Tư Vấn Bảo Hiểm Cho Người Mới Bắt Đầu,Sách kỹ năng làm việc,Sách kinh tế,Chu Châu,Tiki Trading,64.500 ₫,129.000 ₫,4.6,1000+, Nhà Xuất Bản Công Thương, 13 x 20 cm, Bìa mềm,344
Bùng nổ doanh số với Google Ads,Sách Marketing - Bán hàng,Sách kinh tế,MediaZ,Tiki Trading,160.000 ₫,199.000 ₫,4.3,35, Nhà Xuất Bản Thế Giới, 16 x 24 cm, Bìa mềm,244
"Không Đọc Sách Này, Viết Dở Đừng Than !",Sách kỹ năng làm việc,Sách kinh tế,Ross Raisin,Nhà sách Fahasa,103.100 ₫,135.000 ₫,4.6,79,Công ty phát hành VanLangBooks, 17.7 x 25 cm, Bìa mềm,136
Traffic Secrets - Bí Mật Traffic (Russell Brunson),Sách Marketing - Bán hàng,Sách kinh tế,Russell Brunson,trungthanh2018,214.400 ₫,268.000 ₫,4.8,761, Nhà Xuất Bản Thế Giới, 14.5 x 20.5 cm, Bìa mềm,300
Fintech 4.0 - Những Điển Hình Thành Công Trong Cuộc Cách Mạng Công Nghệ Tài Chính ,Sách kinh tế học,Sách kinh tế,Yoshitaka Kitao,Tiki Trading,57.620 ₫,86.000 ₫,4.6,799,Công ty phát hành Thái Hà, 15.5 x 24 cm, Bìa mềm,237
Hướng Dẫn Triển Khai Lean Six Sigma (Tái Bản),Sách quản trị nhân lực,Sách kinh tế,Benjamin Sweeney,Tiki Trading,66.500 ₫,95.000 ₫,4.5,48, Nhà Xuất Bản Tổng hợp TP.HCM, 15 x 23 cm, Bìa mềm,196
Chân Dung Thật - Thấu Hiểu Khách Hàng Chỉ Bằng Những Cuộc Trò Chuyện,Sách Marketing - Bán hàng,Sách kinh tế,Adele Revella,Tiki Trading,164.150 ₫,245.000 ₫,5,55, Nhà Xuất Bản Dân Trí, 23 x 16.5cm, Bìa mềm,328
Lincoln Bàn Về Lãnh Đạo - Các Chiến Lược Điều Hành Trong Thời Kỳ Gian Khó,"Sách quản trị, lãnh đạo",Sách kinh tế,Donald T Phillips,Tiki Trading,84.500 ₫,130.000 ₫,4.8,373, Nhà Xuất Bản Dân Trí, 14 x 20.5 cm, Bìa mềm,292
Hẹn Bạn Trên Đỉnh Thành Công (Tái Bản),Bài học kinh doanh,Sách kinh tế,Zig Ziglar,Tiki Trading,78.840 ₫,108.000 ₫,4.6,332, Nhà Xuất Bản Tổng hợp TP.HCM, 14.5 x 20.5 cm, Bìa mềm,300
Sự thật về Edison - Phù thủy xứ Menlo Park qua lời kể của Henry Ford,Sách doanh nhân,Sách kinh tế,Henry Ford,Tiki Trading,54.000 ₫,75.000 ₫,4.7,145, Nhà Xuất Bản Kinh Tế TPHCM, 14.5 x 20.5 cm, Bìa mềm,108
